9.999999999999982236e-01,5.243922282502408994e-01,1.780092210261936536e-01,6.690159607086154647e-01,2.839587333470530162e-01,6.096348233659796279e-01,1.315005784842677161e-01,5.291308245419956702e-01,6.031465096974527595e-01,6.259279669530561918e-01,2.465214447657589347e-01,1.494387512581993593e-01,2.452080748431786361e-01,6.314039362053744942e-01,4.077371045485634893e-01,1.184612717765794014e-02,4.739869701069305274e-01,5.454558566439269285e-01,9.063257518127609824e-02,1.906171408524376665e-01,3.662213558099324251e-01,1.321462815461026119e-01,5.235942642844807482e-01,1.700661789427413972e-01,1.216523596567969934e-01,4.787044481711835719e-01,7.334989572519798884e-01,3.389021591540652967e-01,7.421165250677613789e-01,5.189131658493242316e-01,5.448444852710271347e-01,1.140844860505894343e-01,6.554830442945434044e-01,5.886992927257876929e-01,7.071120376725437140e-01,4.585557041242485643e-01,6.295855032455472955e-01,3.727992482252220352e-01,4.160410619476100080e-02,7.041614303763485960e-01
5.243922282502408994e-01,9.999999999999964473e-01,1.483211652972881156e-01,4.660210945627101253e-01,2.865479277103186173e-01,5.156374039377349394e-01,8.044767091844585993e-02,4.264087532465250518e-01,3.751079797229401325e-01,5.047919459252840912e-01,2.211422687413504562e-01,1.398744437545954566e-01,1.762027389365308228e-01,5.221386275704678059e-01,3.977167021925354096e-01,2.889477364119686156e-02,3.079133594269763963e-01,4.244266332750921134e-01,1.386277292465981636e-01,6.966106779023080453e-02,4.575304027941865526e-01,2.256871005863377300e-01,4.138944339734718092e-01,1.925472586419925691e-01,1.374039987607136859e-01,4.891133740062576507e-01,5.375012427765795131e-01,3.482874112566190505e-01,5.281347787957098028e-01,5.447081538422960945e-01,2.923290957334472306e-01,7.252163764016042458e-02,5.046424027795121114e-01,4.812527932338485082e-01,5.239847524627443409e-01,5.637279313152122606e-01,4.139386713417537167e-01,3.826703822096233498e-01,6.076090645179164224e-02,4.131838424020859435e-01
1.780092210261936536e-01,1.483211652972881156e-01,1.000000000000002887e+00,1.994040329609680084e-01,8.067957523294200239e-02,1.656057279338810084e-01,2.318504260799467143e-01,1.546316844387751743e-01,1.471889857735260432e-01,1.559559599640692462e-01,7.612556505604990698e-02,4.598078843850027936e-02,8.700426254807001880e-02,1.828654919577072935e-01,1.063228038391012958e-01,2.250972015812681415e-02,1.449394987355462905e-01,1.618180311125858584e-01,1.390650986595086402e-01,5.402173734063137056e-02,1.481855936671729324e-01,1.692689377888783875e-01,1.940925323935413505e-01,1.809982717497345406e-01,1.600983599418277226e-01,1.710875348387502493e-01,1.878612547828701906e-01,1.232466712364693601e-01,1.929397310602469218e-01,1.376361120044322928e-01,1.836274489936728371e-01,2.940965086020133276e-02,1.823493075071745684e-01,1.927283495171655536e-01,1.750887722398558610e-01,1.206491065491064607e-01,1.678362399762533541e-01,1.537432844308099511e-01,2.460753572745224410e-02,1.666200045225892934e-01
6.690159607086154647e-01,4.660210945627101253e-01,1.994040329609680084e-01,1.000000000000001332e+00,2.929644356614414802e-01,5.640651962744632764e-01,1.529812257785728435e-01,4.946526658317488279e-01,5.845406317204776547e-01,5.793843584784915679e-01,2.497085294527606192e-01,1.552963674261727267e-01,2.394009414582776163e-01,5.797397640590221668e-01,3.741086042855701344e-01,1.832490300138355302e-02,4.750232735192763678e-01,5.268730161679912039e-01,1.109171160321446581e-01,1.980223025991652841e-01,3.619671659827362609e-01,1.748302664366588322e-01,4.897504440942385684e-01,1.854493024197788609e-01,1.564675286430991241e-01,4.560042092487658349e-01,6.773512015866687275e-01,3.564787526026084175e-01,6.861559373913156401e-01,4.816058812211874152e-01,5.561043640412557387e-01,1.278425678223724105e-01,6.152642844201690053e-01,5.719191715911452478e-01,6.628530631161141384e-01,4.033485448022335884e-01,6.084443162676380634e-01,3.536358404800002964e-01,4.224266198442071935e-02,6.572471672332761417e-01
2.839587333470530162e-01,2.865479277103186173e-01,8.067957523294200239e-02,2.929644356614414802e-01,1.000000000000000888e+00,2.266493093986780560e-01,7.481170773677200958e-02,2.033967209015247746e-01,2.615071477954543089e-01,2.333891090573025351e-01,1.793387620417910833e-01,2.231151606750064742e-01,1.129376853377756090e-01,2.316163952122788916e-01,2.638693194510550732e-01,3.900390804779882599e-03,2.132780212781844043e-01,2.300753608341754852e-01,4.780045268506370043e-02,1.042319689652176223e-01,4.070579610748768506e-01,4.298734073908801190e-02,2.057846350937876378e-01,5.804206292597813288e-02,5.608870639343514070e-02,3.285198490908658453e-01,2.860774451813016261e-01,3.804499703231419838e-01,2.883709847126625370e-01,3.932852731183733019e-01,3.823933475551874461e-01,1.033088477039141861e-01,2.736702588063621433e-01,2.266284632377149610e-01,2.826845928027979515e-01,3.516331865783982602e-01,3.588439001819461183e-01,2.041277664946450077e-01,8.580314849444086595e-03,3.143030198696043498e-01
6.096348233659796279e-01,5.156374039377349394e-01,1.656057279338810084e-01,5.640651962744632764e-01,2.266493093986780560e-01,1.000000000000000222e+00,1.139093300373191370e-01,4.884739617999247496e-01,4.888734816146429463e-01,5.534506565851124993e-01,2.148504424689519632e-01,1.093732719608378617e-01,2.239754998973320088e-01,5.583371430592343199e-01,3.596915621800039764e-01,1.558764865347381234e-02,3.865753282746929309e-01,5.260585738002966361e-01,1.087141285187967765e-01,1.340091030853480802e-01,3.490335116172937902e-01,1.647071701224402940e-01,5.497718748434612390e-01,1.833422125728576546e-01,1.327513014598337981e-01,4.459920040310693667e-01,6.101146067290770247e-01,2.654439446471915653e-01,6.157976570193959276e-01,4.593223600075901913e-01,4.183509331985757473e-01,8.448301127682891765e-02,6.407292348675984739e-01,5.238372931307908598e-01,6.116415714039837859e-01,4.271728675162295708e-01,6.243447295098418781e-01,3.527315030959379261e-01,4.882459656240516199e-02,5.437301384436178386e-01
1.315005784842677161e-01,8.044767091844585993e-02,2.318504260799467143e-01,1.529812257785728435e-01,7.481170773677200958e-02,1.139093300373191370e-01,1.000000000000001998e+00,1.092385415679017480e-01,1.189021097500562035e-01,1.144909670522397532e-01,5.765723374143220253e-02,4.315542097816665174e-02,6.001949937584204892e-02,1.318349736404078321e-01,7.026699609899718368e-02,1.189933360270359862e-02,1.133604206609007958e-01,1.229946451337293051e-01,7.957204171027333628e-02,5.470926669769264616e-02,9.476386689642708749e-02,9.538946933365206882e-02,2.169588745312737432e-01,2.326922135916252299e-01,1.223679518201385846e-01,1.145590816012399260e-01,1.422614137863085215e-01,1.002603616703329342e-01,1.411973844850724913e-01,9.371041252483608419e-02,1.488711680119365055e-01,2.899985335419737881e-02,1.532720078085220428e-01,1.419617389981056021e-01,1.308184179187999729e-01,7.009059253239949272e-02,1.349239763122090097e-01,1.059149257416907020e-01,1.140981360943038765e-02,1.388165615424684363e-01
5.291308245419956702e-01,4.264087532465250518e-01,1.546316844387751743e-01,4.946526658317488279e-01,2.033967209015247746e-01,4.884739617999247496e-01,1.092385415679017480e-01,9.999999999999998890e-01,4.287957986903103702e-01,4.727215767004457336e-01,1.980708548204022090e-01,9.987984798490998073e-02,1.844052368480744164e-01,4.788788074716683330e-01,3.099745709545601580e-01,1.230825301295910071e-02,3.383988570781014671e-01,4.317444150590331042e-01,9.404868392476242733e-02,1.228262032575014179e-01,2.913650021078601493e-01,1.339508303517515930e-01,4.280025561064199069e-01,1.642565869088417618e-01,1.161495080087040638e-01,3.901570990228640512e-01,5.300080493027101713e-01,2.383121055682369538e-01,5.413786779858982268e-01,3.977177135128308616e-01,3.792703612680078940e-01,7.766543856471266882e-02,5.319062436953136963e-01,4.478085924431547404e-01,5.253813118039449837e-01,3.549767917469108802e-01,4.659102090842606181e-01,2.952909363735819470e-01,4.113182035993183383e-02,4.809463208076835139e-01
6.031465096974527595e-01,3.751079797229401325e-01,1.471889857735260432e-01,5.845406317204776547e-01,2.615071477954543089e-01,4.888734816146429463e-01,1.189021097500562035e-01,4.287957986903103702e-01,1.000000000000003775e+00,5.088309625827933669e-01,2.118038720474373082e-01,1.398679817757257915e-01,2.142557942412575966e-01,5.027538762349518242e-01,3.425993873095977138e-01,6.933994623230002076e-03,4.217037877131658563e-01,4.548224366625363557e-01,5.541711782256565633e-02,1.883058301916216148e-01,2.858269407134699791e-01,8.992340579546700963e-02,4.232370928996356252e-01,1.222127027666073396e-01,9.964073082843818985e-02,3.694013983647520538e-01,6.050942766318289090e-01,3.036143931497498616e-01,6.139461802471968266e-01,4.170901718849723272e-01,5.067666301365663095e-01,1.103939381662081276e-01,5.416844713993798077e-01,4.869113348781010653e-01,5.991376326775081917e-01,3.381124667667693151e-01,5.518916836326812625e-01,2.867398862044058250e-01,3.006955548054431396e-02,6.058717917454554680e-01
6.259279669530561918e-01,5.047919459252840912e-01,1.559559599640692462e-01,5.793843584784915679e-01,2.333891090573025351e-01,5.534506565851124993e-01,1.144909670522397532e-01,4.727215767004457336e-01,5.088309625827933669e-01,9.999999999999988898e-01,2.151116926604693669e-01,1.063152894135098309e-01,2.146085288371806787e-01,5.640141585345104236e-01,3.653200987321250648e-01,1.195600236346703975e-02,3.943333901195810176e-01,4.831965535811766355e-01,8.067605635158650590e-02,1.385500195787481292e-01,3.388164583360970816e-01,1.351495705813231807e-01,4.805678745244579275e-01,1.645652345578876297e-01,1.101509310230196215e-01,4.134666714856120029e-01,6.307515989043542826e-01,2.742742260635844809e-01,6.377575194806544001e-01,4.708203070282909186e-01,4.412881215041996041e-01,8.760085335108906690e-02,5.826561775385372677e-01,5.520416608076353926e-01,6.427558407156470643e-01,4.360778974873672498e-01,5.364960605839395047e-01,3.499008618359359390e-01,4.729914586307094188e-02,5.639753220038976611e-01
